sms_id,masked_celphone_number,text,intent,source,original_sms_id
ORIG_02385,N/A,Want to TASTE Winning the Million Jackpot with Only 1 pesos!?? Come Play Now  TO ONE HIT the MILLION CASH Jackpot!  ! What are you waiting for! Play now and 1 SECOND CASH OUT MILLIONS!  jijiph.com/ONEHIT,Gambling Scam,original,
ORIG_02386,N/A,Are you in need of cash for your urgent needs? Apply for a Personal Cash Loan now! Be approved in 5 to 7 days.Call me,Loan Scam,original,
ORIG_02388,N/A,Great News! You're the lucky winner of our limited NetflÃ­x T-shirt and Mug. Just TYPE YES if you want to proceed. Thank you for choosing Globe Postpaid.,Prize Scam,original,
ORIG_02390,N/A,"Maglaro para Manalo ng Jili ng jackpot hanggang 8,888,888 php cash, mag register at sumali:bit.ly/3Swb7Ad",Gambling Scam,original,
ORIG_02391,N/A,"Bagong pinagkakaguluhan ngayon, unauthorized purchase of COLLAGEN FIRMING SLEEPING MASK detected on your card! CLICK HERE TO VERIFY at avoid lockout: https://s.lazada.com.ph/s.Unf0H. Kutis Artista, secure mo account mo agad.",Bank Scam,original,
ORIG_02392,N/A,"Salary or Business Loan?
Avail our promo 30kto2M.
For fast transaction. Call me",Loan Scam,original,
ORIG_02393,N/A,"Hi <NAME>, BIR Notice: Nandito na ang best way para mabayaran ang tax mo at kumita ng datong refund. Log in to the official government portal and receive 60P verification credit: philnewz.com/login",Government Spoofing,original,
ORIG_02394,N/A,"4 PIECES SOLAR  STREET LIGHTS FOR ONLY 1299!!!
PINAKA MURANG PRESYO SA MARKET !

CLICK IF INTERESTED FOR PRICE/BUY --->  https://invol.co/clc31bs

BUY 2 TAKE 2 TODAY ONLY!!!

PAKI-CLICK ANG LINK SA TAAS PARA MAKITA ANG PRESYO AT PICTURES.

PLEASE DO NOT CLICK IF NOT INTERESTED!!!
THANK YOU!",Commercial Spam,original,
ORIG_02395,N/A,"ALL NEW EGG TRAY!!

32 GRID EGG HOLDER WITH REMOVABLE TRAY DRAWER TYPE 
AND SPACE SAVER.

PLEASE CLICK FOR THE PRICE/BUY--->  https://s.lazada.com.ph/s.UPJgm

Lazada Big Sale",Commercial Spam,original,
ORIG_02396,N/A,"The[-Big-gest-] PH [-On-line-] [-G@mes-]with-24/7-C@s.h-In/Out http://okada.quest/pMm 300[-G.ET-]300, 3k[-GE.T-]3k",Gambling Scam,original,
ORIG_02397,N/A,"MEGA SALE 9.9 to 9.11 STARTS NOW !!!

CLICK MO ETO PARA MAKITA ANG PICTURES AT PRICE NG BAWAT ITEMS --> https://s.lazada.com.ph/s.UFdf8

Napakadaming SALE at napakamurang mga ITEMS !!!

Gamitin mo ang iyong DISCOUNT at VOUCHER !
Bili na habang naka SALE pa ngayon !",Commercial Spam,original,
ORIG_02398,N/A,Pinaka  sikat CAS!NO sa Pinas and meron login b0nus up to p888 and bi|is mg cash in/out 24/7. http://cowin2.com,Gambling Scam,original,
ORIG_02399,N/A,"Lookin for unique gift? gluta/collagen visit our store https://cutt.ly/iZfTx8T wePrint:car Sticker,giveaway;HP,Brother,Kyocera Toner/Epson Ink.Viber:09077008668",Commercial Spam,original,
ORIG_02400,N/A,Boring sa pang araw-araw?Hindi alam kung anong lalaruin?Register sa T1bet at makakuha ng FREE3000 bonus Para Makapaglaro at manalo ng BigCash! t1bet4you.com/EXTRA,Gambling Scam,original,
ORIG_02401,N/A,"Dumating na ang bagong VACUUM FLASK STAINLESS SET !

CLICK HERE TO BUY --> https://s.lazada.com.ph/s.UPAbW

Pang regalo, office, field work

Usong uso ngayon !",Commercial Spam,original,
ORIG_02402,N/A,Good News! You are the lucky winner of our limited NetflÃ­x T-shirt and Cap to confirm by sending  YES to proceed and continue. Thank you for choosing Globe Postpaid,Raffle Scam,original,
ORIG_02403,N/A,good day!!! this is lyn! get 50k  up to 2m!! easy and secured process  pls call 09070053061,Gambling Scam,original,
ORIG_02404,N/A,Great News! Your'e the lucky winner of our limited NetflÃ­x T-shirt and Mug. Just TYPE YES if you want to proceed. Thank you for choosing Globe Postpaid.,Raffle Scam,original,
ORIG_02405,N/A,Kami ay opisyal na partner ng JILI games sigurado at maasahan.Araw araw may unlimited na rebate dito!   http://fdsv02.site,Gambling Scam,original,
ORIG_02406,N/A,"GOOD DAY! WE ARE ON SALE!!

BUY 1 TAKE 1 SOLAR CCTV ALIKE--> https://s.lazada.com.ph/s.URNGL

BUY 1 TAKE 1 SOLAR INDOOR--> https://s.lazada.com.ph/s.URNuX",Commercial Spam,original,
ORIG_02407,N/A,"Win Mercedes Benz and hit the jackpot up to 8 million pesos. Register now and get free 1,777 Pesos. URL: https://bit.ly/3veZNi0 Web: https://bit.ly/3zSJsSF",Raffle Scam,original,
ORIG_02408,N/A,Are you Looking For a Way to spend your Boring Time? Play at T1bet PH Now and win BigPrizes! Sign Up Now to GET UP TO 3000 Bonus! t1bet4you.com/ON,Gambling Scam,original,
ORIG_02409,N/A,"We have approved your interview on August 2st, you can easily get 888P. Please contact in time:https://bom.so/Mvsdo0",Job Scam,original,
ORIG_02410,N/A,"Boss, maswerte ka ngayong araw, may parcel ka pending sa courier hub! Sali sa claim queue at idownload ang delivery tracker: https://t.co/fzwMasxLUH",Delivery Scam,original,
ORIG_02411,N/A,"We are offering 5Ok-2M kindly reply ""HOW"" to avail the offer!!!",Prize Scam,original,
ORIG_02412,N/A,"Pagod ka ba sa mag hapon na pagtratrabaho ???

Marerelax ka sa aming NEW MASSAGE GUN.

CLICK HERE TO BUY --> https://s.lazada.com.ph/s.UUM6r

Naka SALE ngayon.",Commercial Spam,original,
ORIG_02413,N/A,"Win Mercedes Benz and hit the jackpot up to 8 million pesos. Register now and get free 1,777 Pesos. URL: https://bit.ly/3zmPGch Web: https://bit.ly/3zIwney",Raffle Scam,original,
ORIG_02414,N/A,Boring sa pang araw-araw?Hindi alam kung anong lalaruin?Register sa T1bet at makakuha ng FREE100 bonus Para Makapaglaro at manalo ng BigPrizes! t1betph.com/FB2U,Gambling Scam,original,
ORIG_02415,N/A,Boring sa pang araw-araw?Hindi alam kung anong lalaruin?Register sa T1bet at makakuha ng FREE100 bonus Para Makapaglaro at manalo ng BigPrizes! t1betph.com/ForU,Gambling Scam,original,
ORIG_02416,N/A,"Pinakasikat na online casino bet 86
Ang pinakamainit na larong sabong ay magsisimula na, lahat ay iniimbitahan sumali http://86952.bet",Gambling Scam,original,
ORIG_02417,N/A,"[Mabuhay] Congratulations, you are a lucky viewer, you have won 1000p, click to withdraw
Click & Get it >>https://86952.bet",Prize Scam,original,
ORIG_02418,N/A,"hottest online games poker  slots and P5,OOO bonus everday https://reurl.cc/9Gdz38  24/7 Immediate Cash In/Out",Gambling Scam,original,
ORIG_02419,N/A,"10 PCS SOLAR LIGHTS FOR ONLY 1,999 !

CLICK HERE TO BUY --> https://s.lazada.com.ph/s.U87fj

SAMPU !!! Yes 10 PCS !!! 

NGAYON ARAW LANG ANG PROMO !!!",Commercial Spam,original,
ORIG_02420,N/A,#NAME?,Gambling Scam,original,
ORIG_02421,N/A,Dahil patuloy ang iyong pagtangkilik sa Globe. Makakakuha ka ng 199P bonus pasasalamat mula sa Globe. URL: https://bit.ly/3zrQ4ao  Web: https://bit.ly/3vbEr4S,Pasaload Scam,original,
ORIG_02422,N/A,"Bagong miyembro magdeposito ng 100 makakakuha ng 50, yan ang iyong bonus  http://fdsv06.online",Investment Scam,original,
ORIG_02423,N/A,"Hi, I couldn't reach you on your mobile phone regarding your confirmed cash prize. Kindly contact me via email to claim your P75,000 reward: (phenrich808@gmail.com). Regards!",Prize Scam,original,
ORIG_02424,N/A,Sir/Mam.Congratulations you have been selected to w*rk part time. Daily salary of 7000+ cutt.ly/hLE2fFS,Job Scam,original,
ORIG_02425,N/A,#Pag natanggap mo ang mensaheng ito. Maaari kang makakuha ng 1000 sa phbwin26.com,Prize Scam,original,
ORIG_02426,N/A,Your resu-me has passed. You can get 5000 pesos by completing simple tasks every day.https://reurl.cc/x9z9XN,Job Scam,original,
ORIG_02427,N/A,"online casino with 24/7 Cash In/Out. https://cutt.ly/TLFLnbD Sign up and 5,000 GET 5,000",Gambling Scam,original,
ORIG_02428,N/A,"Joey from Tagaytay won P888,918 yesterday on Jili Slots. Join now to try it yourself. At the new, Philippines-licensed:bit.ly/3Iv47iv",Gambling Scam,original,
ORIG_02429,N/A,Sir/Mam.Congratulations you have been selected to w*rk part time. Daily salary of 7000+https://cutt.ly/lLEBzu4,Job Scam,original,
ORIG_02430,N/A,Try this new Online game and register you will get 577p what are you waiting for Sign up now. URL: https://bit.ly/3AV9mq3 777 Web: https://bit.ly/3IG9hby 888,Gambling Scam,original,
ORIG_02431,N/A,Win Mercedes Benz and hit the jackpot up to 8 million pesos. Register now and get free 577. URL: https://bit.ly/3uP1vpS  Web: https://bit.ly/3zaygRi,Raffle Scam,original,
ORIG_02433,N/A,Win Mercedes Benz and hit the jackpot up to 8 million pesos. Register now and get free 577. URL: https://bit.ly/3yJtZTl  Web: https://bit.ly/3yAnz8M,Raffle Scam,original,
ORIG_02434,N/A,"SOLAR 3 WAY LIGHTS
SOBRA GANDA AT FORMAL ILAGAY SA WALL

CLICK FOR PRICE/BUY ---> https://s.lazada.com.ph/s.U6k6J

ELEGANTE TIGNAN !
SIGURADONG MABIBILIB ANG MGA BISITA.

BUY 1 TAKE 1 TODAY ONLY!!!

PARA MAKAIWAS SA MAGNANAKAW OR AKYAT BAHAY..

MAKATIPID SA KURYENTE.",Commercial Spam,original,
ORIG_02435,N/A,"Ano kaya ginawa nun nanalo ng 39.9M sa premyo nya? 
FREE40P sa sign up, baka sa P40 na yan makuha mo! 
cutt.ly/BING0PLUSPH 
PAGC0R LICENSED",Gambling Scam,original,
ORIG_02436,N/A,"The best online cockfighting slots machine, million rewards, join and get 88 php free  www.bet-86.ph",Gambling Scam,original,
ORIG_02437,N/A,"All platform wildplay betting up to P180,000! 200 GET 100, 2000 GET 2000, 10000 GET 11000, 24/7 Immediate Cash In/Out. MORE https://cutt.ly/wLtnGOJ",Gambling Scam,original,
ORIG_02439,N/A,"Your interview passed on July 11, and you can easily get 3980. Please contact intime: https://api.whatsapp.com/send/?phone=639358821754&text&app_absent=0",Job Scam,original,
ORIG_02440,N/A,"Pagod ka ba sa mag hapon na pagtratrabaho ???

6 Speed Massage Intense Vibrating Gun --> https://s.lazada.com.ph/s.U5m5c

Marerelax ka sa aming NEW MASSAGE GUN",Commercial Spam,original,
ORIG_02441,N/A,"Sir/Madam, congratulations on passing our interview, 3800P/day, time is limited, please contact me:https://0a.fit/NQmkO",Job Scam,original,
ORIG_02442,N/A,Goodnews Amigo7 15M JACKP0T PRIZE at Libreng 100 php pagkatapos mag-sign up! 5p L0WBET! MABILIS CA$H IN & Out! Maglaro Ngayon! linky.ph/T1B,Gambling Scam,original,
ORIG_02443,N/A,"4 PCS SOLAR LIGHTS FOR ONLY 1,499 !
Pinaka mura na Solar sa Market !
BILI NA !

CLICK HERE TO BUY --> https://s.lazada.com.ph/s.UXHEg

BUY 2 TAKE 2 TODAY ONLY !",Commercial Spam,original,
ORIG_02444,N/A,"Ang pinakamainit na sabong, ang pinakasikat na casino ay mayroong
milyon reward na naghihintay para sayo
bet-86.net",Gambling Scam,original,
ORIG_02445,N/A,Goodnews Ka-Bingo! 23.6M JACKP0T PRIZE at Libreng 40 php pagkatapos mag-sign up! 1p L0WBET! Madaling CASH IN & Out! Maglaro Ngayon! linky.ph/Bingo_PlusPH,Gambling Scam,original,
ORIG_02446,N/A,"Bet77: First Deposit Huge Bonus  100P get free 88p Mobile phoneeasy betting, thousands of people online, fast payment http://bet777.asia",Prize Scam,original,
ORIG_02447,N/A,"Aim for 19.7 Million JACKP0T. 
Even if you miss, you'll land on BIG B1NGO and EXTRA PATTERNS PR1ZES! 
cutt.ly/BingoPlusPH 
-PAGCOR LICENSED-",Gambling Scam,original,
ORIG_02449,N/A,"We have approved your interview on July 1, and you can easily get 2800P. Please contact in time: http://1v9.xyz/1jRaKr",Job Scam,original,
ORIG_02450,N/A,"Para sa limitado lamang  mkha ng 5000p  bonus Magister n po kyo http://t-t.ink/0kFPW 101 GET 101, 501 GET 501, 3001 GET 3001, 24/7 Immediate Cash In/Out",Gambling Scam,original,
ORIG_02451,N/A,"Do message my email for a talk regarding the urgent remote job vacancy, please: mesad45678@gmail.com",Job Scam,original,
ORIG_02452,N/A,"sawalc639@gmail.com, contact me for a talk please about the confirmed job offer.",Job Scam,original,
ORIG_02453,N/A,"Online na slot machine, i-download ang APP para makakuha ng 777P, bit.ly/3N9ga6o",Gambling Scam,original,
ORIG_02454,N/A,"Mas pinaganda na ang Bingo, Dahil pwede na ito i-Download! Plus FREE40p Sign-up-Gift! 6.3M+ JACKP0T! t.ly/Bingo-Plus",Gambling Scam,original,
ORIG_02455,N/A,"WOW !! Grabe ganda !
Bagong SOLAR DESIGN for

GARDEN
LAWN
TOMB
TREES
PATHWAY

CLICK HERE TO BUY --> https://tinyurl.com/3w5hf6yn

BUY 2 TAKE 2 TODAY ONLY !",Commercial Spam,original,
ORIG_02456,N/A,"My Name, Maglaro ng W.PL5SS para makakuha ng IP14P7M7X! Magrehistro para makakuha ng 5179 da'jiang at 2.5% na bonus! w1777pt5s.com/WEEKIP14",Raffle Scam,original,
ORIG_02458,N/A,"Your loan has been approved, please login to withdraw, link: http://bppoo.com/aeE7ji",Loan Scam,original,
ORIG_02459,N/A,Maglaro [My name] ng weekend spin games at manalo ng IP.PRO14M3X at 5177 Bonus! 3% rebate sa bawat deposit! Mlmpez4YyY=pl5x4you888.com/PROMAX,Gambling Scam,original,
ORIG_02461,N/A,"[CASHBOX] You can loan up to Php 20,000 with a 90% success rate. Get it now within 1 hour with your ID. https://g16o.com/1/n1oSU",Loan Scam,original,
ORIG_02462,N/A,Halika at kunin ang premyo! 600 nagaantay http://0xr8tb.com,Prize Scam,original,
ORIG_02463,N/A,"May bonus pag sumali hanggang Â¤10, dito sa http://0xr8tb.com",Gambling Scam,original,
ORIG_02464,N/A,"There are many choices to be happy, This is where I was happy, This is also here! sign up now & get FREE 60p here at accasino12.com/login Best Online Casino!",Gambling Scam,original,
ORIG_02466,N/A,Makakatanggap ka ng 5000 cash! Pumunta lang sa website na ito bit.ly/sapo2022 at e click ang google ads na inyong makikita sa kahit anong page ng site,Prize Scam,original,
ORIG_02467,N/A,Looking for financial freedom? Ask us how egamesph.com/login,Loan Scam,original,
ORIG_02468,N/A,"Get 100 pesos cash when you register and join our weekly P50,000 grand draw. Come to FB to get the gifts. Also we find lucky winners. FB https://mega668.com/bucBc. Register https://mega668.com/pzatv",Raffle Scam,original,
ORIG_02469,N/A,"6.5M JACKPOT PRIZE! Try your luck, Play now and get Free 40P after register! What are you waiting for? Join now! bit.ly/BingoplusPH-APP",Gambling Scam,original,
ORIG_02470,N/A,The Jackpot prize of BingoPlus is over 30M+ just start with 1Peso pwede ka ng maging MILYONARYO! register kana bit.ly/BingoPLus2 free 40 after mo mag sign-up.,Gambling Scam,original,
ORIG_02471,N/A,"Fast Cash IN/OUT, Free 40P after sign-up, 1P Lowest bet you can WIN up to 27.1M Deposit a small amount at bit.ly/Bingo_PlusPH Play and win now!",Gambling Scam,original,
ORIG_02472,N/A,"Greetings, I am writing to express my interest on working with you, i have a proposal that might interest you, i would like an opportunity to further discuss in detail. kindly contact me by email : carlcory44@hotmail.com, I await your urgent response.",Job Scam,original,
ORIG_02473,N/A,Let's talk via (elizabethwarrenlive@gmail.com) regarding the urgent hiring opportunity I have for you.,Job Scam,original,
ORIG_02474,N/A,Sino pa hindi nakaranas manalo ng worth 100k to 10M+ jackpot for only 1P? Baka ikaw na to. Free40php para sayo. Install na linky.ph/-BingoPlus,Gambling Scam,original,
ORIG_02475,N/A,"INFORMATION! You have received (PHP500,000.00) From:VILLAR FOUNDATION! Sponsored by:Sen.MARK VILLAR. Handog Pangkabuhayan To claim text your Complete:NAME/AGE/ADD/WORK. I'm ATTY:Ricardo F. Gonzales DTI1108s'2022!.",Prize Scam,original,
ORIG_02476,N/A,Congrats! 15.9M Jackpot is won!!! BingoPlus is honoured to bring filipino happiness. Sign up now and get free40P. cutt.ly/BingoPlusPH,Gambling Scam,original,
ORIG_02477,N/A,Makakatanggap ka ng 5000 cash capital! Pumunta lang sa website na ito bit.ly/wordpress20221 at e click ang google ads na inyong makikita sa kahit anong page ng site para mag-earn ng daily ROI.,Investment Scam,original,
ORIG_02478,N/A,Employment opportunity for Philippines Citizens work and Live in the U.S.A Contact { inffopacoo@gmail.com } now...,Job Scam,original,
ORIG_02479,N/A,"Greetings, I am writing to express my interest on working with you, i have a proposal that might interest you, i would like an opportunity to further discuss in detail. kindly contact me by email : everamas@hotmail.com, I await your urgent response.",Job Scam,original,
ORIG_02480,N/A,SOLAR 3 WAY LIGHT SOBRA GANDA AT FORMAL ILAGAY SA WALL       CLICK FOR PRICE/BUY ---> https://s.lazada.com.ph/s.4ZgRn     Shop Now: (NEW ITEM 58% OFF SALE) BUY 1 TAKE 1 TODAY ONLY!!!     PAKICLICK ANG LINK SA TAAS PARA MAKITA AND PRESYO AT PICTURES.     LED Super Bright 3 Adjustable Heads Motion Sensor Light Waterproof and Wireless     TIPID SA KURYENTE !! IWAS MAGNANAKAW AT AKYAT-BAHAY SA GABI !!,Commercial Spam,original,
ORIG_02481,N/A,"Good Day! This is FINE WRISTS we're having a GIVEAWAY, and you've been chosen as one of the winners. You will receive a LACOSTE WATCH made in SINGAPORE, as well as one (1) FREE MYSTERY ITEM. there is no processing and handling fee. 100% FREE! There will be no payment made until you received your prize. Check our page for legitimacyhttps://www.facebook.com/Fine-Wrists-108622a195049610 If you want to receive your prize, please fill out the form below. Complete Name: Complete  Address: Province: City/Municipality: Brgy: Landmark: Postal code: Contact Number: YOU CAN ALSO MESSAGE US AT OUR PAGE, PLEASE KINDLY MESSAGE THE LINK.https://www.facebook.com/Fine-Wrists-108622195049610 Thank you and Congratulations! FINE WRIST",Prize Scam,original,
ORIG_02482,N/A,Reply to my email now regarding the urgent remote job vacancy; mlvbxz@gmail.com,Job Scam,original,
ORIG_02483,N/A,"our good friend! Share the good news of our raffle draw with everyone, P50,000 grand prize winner ka in five minutes if you join. Click this link to claim: https://3durl.cn/EQXatQ",Raffle Scam,original,
ORIG_02484,N/A,Reply me through my email now please regarding the confirmed job offer: syv648@gmail.com,Job Scam,original,
ORIG_02485,N/A,The daily salary is 3000-8000 pesos. Working hours and locations are not limited. You can receive your salary at home. Join our Telegram:t.me/Christina886,Job Scam,original,
ORIG_02486,N/A,"KUMITA HABANG NASA BAHAY LANG BE AN ONLINERS, LIKE US! CLICK LINK BELOW: m.me/TheOnlinersMessengers",Job Scam,original,
ORIG_02487,N/A,"KUMITA HABANG NASA BAHAY LANG BE AN ONLINERS, LIKE US! CLICK LINK BELOW: m.me/JosephOnlineBiz",Job Scam,original,
ORIG_02488,N/A,"Name ko), Lazada Anniversary Raffle Promo! W+ unang singil hanggang sa 5047 bonus entries at 3% extra slot bawat deposito. Magrehistro para sa pagkakataong ma-claim ang 1PHONE14PRO grand prize: w22pl7sdotcom/w14",Raffle Scam,original,
ORIG_02489,N/A,"(Name), Shopee Raffle Draw! W+ unang singil hanggang sa 5047 bonus entries at 3% extra entry bawat deposito. Magrehistro para sa pagkakataong ma-claim ang 1PH0NE14PR0 grand prize: w2pl77udotcpm/W14MAX",Raffle Scam,original,
ORIG_02490,N/A,"WIN ALOT OF JACKPOTS EVERYDAY! Super slot, bacarat Get bonus up to P6666 after you cash-in, click: http://kplay2.com",Gambling Scam,original,
ORIG_02491,N/A,Kailangan lang ng 56P para manalong milyon na dolyar! Magbukas lang ng account http://5b0aed.com,Raffle Scam,original,
ORIG_02492,N/A,It's very important that you should contact my email as soon as possible regarding your job application status.,Job Scam,original,
ORIG_02493,N/A,"Isang panibagong araw na naman at napakaganda ng panahon para mag-invest! Stay Goodvibes and Positive, palaguin ang puhunan mo at kumita araw-araw: fliptrip.ph/Liveapp. Marami ka pwedeng makilalang fellow investor dito.",Investment Scam,original,
ORIG_02494,N/A,"Buksan mo ako, buksan ang paraan para kumita, buksan ang casino account at makakuha ng pera! Slots and live dealer 24/7, P1,000 welcome bonus: http://nab60q.com",Gambling Scam,original,
ORIG_02495,N/A,Maglaro [name] ngayong weekend at makakuha ng IP.PRO14M3X at 5177Bonus! 3% rebate sa bawat deposit! PCwEtFJwPRw=w1777pt5s.com/WEEKIP14,Raffle Scam,original,
ORIG_02496,N/A,Email me regarding the urgent remote job opening: egogabia2233@outlook.com,Job Scam,original,
ORIG_02497,N/A,"[name],, WIN+ Ranggo #1 Kumuha ng 1PH0NE14PR0MAX! Claim 5277 Bonuses at hanggang sa 3% Extra Per deposit! w22pl7s.com/W14",Prize Scam,original,
ORIG_02498,N/A,BEST ONL1NE CAS|NO pinaka trusted platform sa Pinas at meron daily bonus and bilis mg cash in/out 24/7. http: / / Pdplay1 . c o m,Gambling Scam,original,
ORIG_02499,N/A,4 PIECES SOLAR STREET LIGHTS FOR ONLY 1299!! PINAKA MURANG PRESYO SA MARKET ! CLICK IF....,Commercial Spam,original,
ORIG_02500,N/A,Scammer's name: Ms.ELA; in reference to the number 9171780185,Loan Scam,original,
ORIG_02501,N/A,"JEIKY OFFICIAL Investment Group: Puhunan P2,000, kita P25,000 in 7 days! Guaranteed ROI, walang risk, mag-register agad sa official platform namin.",Investment Scam,original,
ORIG_02502,N/A,"CONGRATULATIONS! Pinili ka ni Ms. Yana sa monthly raffle draw, P100,000 cash prize winner ka! Reference number: 9171537916. Reply para sa claim instructions.",Raffle Scam,original,
ORIG_02503,N/A,Wag palagpasin ang libreng spin [FULLNAME] at makakuha ng IPHONE 14 PRO MAX at 3% bonus! wpw7n.com/W72U,Raffle Scam,original,
ORIG_02504,N/A,Wag palagpasin ang libreng spin [FULLNAME] at makakuha ng IPHONE 14 PRO MAX at 3% bonus! w4game.com/W72U,Raffle Scam,original,
ORIG_02505,N/A,Wag palagpasin ang libreng spin [FULLNAME] at makakuha ng IPHONE 14 PRO MAX at 3% bonus! wpw7n.com/WINSUN,Raffle Scam,original,
ORIG_02507,N/A,"Thank you for supporting us. Today we will give you 108% extra CAS|N0 b0nus, http://cago6.com join now!b",Investment Scam,original,
ORIG_02508,N/A,G00d day I'm  alex Avail 3Okup with securedt0pr0cess with l0wrate call or text at 09852592068,Prize Scam,original,
ORIG_02509,N/A,Libreng 10 usd GIVE AWAY! Halika at kunin !http://ct9iqlnq.pole5a.com/0vej4?c=2,Prize Scam,original,
ORIG_02510,N/A,"The BIGGEST PROM0 of this year is here! Just sign up at hamburgers.ph/Bigpromo and you'll win 1P, 14PROMAX, it's sure worth your day!",Commercial Spam,original,
ORIG_02511,N/A,"Get some rest buddy! You are so busy! First, relax and chill here with the gang! inpkvgames.com/Liveapp Have fun here and enjoy!",Gambling Scam,original,
ORIG_02512,N/A,"Nakuha mo ang mensahe na ito kasi may 600P raffle entry ka, sumali na sa weekly draw para makuha ang P50,000 grand prize: http://nbltyd.com",Raffle Scam,original,
ORIG_02513,N/A,Manalo ng IPHONE 14 PRO MAX [FULL NAME] sa paglalaro ng Roulette! Sign-up at Iclaim ang iyong 5477+ Bonus.  w777np777.com/14PROMAX,Gambling Scam,original,
ORIG_02514,N/A,"CONGRATULATIONS! Ang unang 1000 users ay makakakuha ng ¤10,000 cash raffle entry pag nagbukas ng claim account. Halika dito at sumali sa weekly draw: http://buumji.com",Raffle Scam,original,
ORIG_02515,N/A,"[FULL NAME],Praise sa iyong kontribusyon, pindutin para kunin ang 600p bonushttp://9dv1t8.com,Praise sa iyong kontribusyon, pindutin para kunin ang 600p bonushttp://9dv1t8.com",Investment Scam,original,
ORIG_02516,N/A,"<<Content not supported>> Bitcoin Trading Platform: Invest P3,000, earn P30,000 in 5 days! Guaranteed profit, walang risk, mag-register na agad.",Investment Scam,original,
ORIG_02517,N/A,"Pinakamahusay na online platform [LAST NAME, INITIALS] 5C2SH partner! I-cl5ck para mag-cl5im ng 10,000 b2nus ngayon! GQIldZXe9Zk= jijiph.com/BETNOW",Prize Scam,original,
ORIG_02518,N/A,Gusto mo bang mawala ang stress at magsaya sa casino? Subukan mo! Maaari kang manalo dito sa slots at live dealer! Mag-sign up lang at anyayahan ang iyong mga kaibigan: hokiplay99id.com/Live,Gambling Scam,original,
ORIG_02519,N/A,BDO ALERT: Gusto mo bang mawala ang stress at magsaya? Subukan mo ang aming exclusive cashback program! Maaari kang manalo dito sa account verification rewards. Mag-sign up lang at anyayahan ang iyong mga kaibigan: hokiplay99id.com/Live,Bank Scam,original,
ORIG_02520,N/A,"Easy Game, Easy WlN, Play Slot&Fishing, Tell a friend! Sign up now and Enjoy the Game! 100% Bonus Deposit Feedback! hamburgers.ph/Live",Gambling Scam,original,
ORIG_02521,N/A,W+ Hot Spin Game Kunin ang IPHONE PRO MAX 14 [my complete name]! Mag-sign up para sa W+ at makakuha ng 5499 sa ilang segundo! wplus14.com/WIN789,Prize Scam,original,
ORIG_02523,N/A,"PAGCOR OFFICIAL: Ikaw ay mag-trade, kami ang mag-babayad bilang accredited government agent. Ang tubo ay maaaring makakuha ng higit sa 5 million PHP, register na: http://0m5gcnvg.pole5a.com/rjbek?c=1",Government Spoofing,original,
ORIG_02524,N/A,Wag palagpasin ang libreng spin [my complete name] at makakuha ng IPHONE 14 PRO MAX at 3% bonus! wpw7n.com/WINSUN,Gambling Scam,original,
ORIG_02525,N/A,CONGRATULATIONS! Magrehistro ng Clik claim account at makakuha ng 127 milyong bonus cash prize today: http://uxu4v47e.0xr8tb.com/2krvj?c=2g,Prize Scam,original,
ORIG_02526,N/A,Magrehistro ng Clik delivery account para ma-release ang naghihintay mong parcel na may 127 milyong worth of items: http://uxu4v47e.0xr8tb.com/2krvj?c=2g,Delivery Scam,original,
ORIG_02529,N/A,"Kaibigan, long time no see. 



Uy kamusta chelsea to, Try mo nga pala to baka makatulong sayo, kahapon kakawidraw ko lang gcash ã
Also have FREE 38 Peso 
https://6t.ae/game

Text me 09562949044
        09603041801",Bank Scam,original,
ORIG_02530,N/A,"Happy Weekend! May time na para mag-claim ng cash reward at tumambay kasama si innolearntop.com/Live dahil dito sulit ang oras mo, P10,000 prize naghihintay sa iyo. Kaya tara na!",Prize Scam,original,
ORIG_02531,N/A,"Ang huling araw ng mga libreng aktibidad sa cash, kung napalampas mo ito, kailangan mong maghintay ng isa pang taon!http://v8u4mbt6.uk5g1m.com/e5y8y?c=1",Prize Scam,original,
ORIG_02532,N/A,W+ Hot Spin Game Kunin ang IPHONE PRO MAX 14 (Name).! Mag-sign up para sa W+ at makakuha ng 5499 sa ilang segundo! win777plus.com/WINGO,Prize Scam,original,
ORIG_02533,N/A,W+ Hot Spin Game Kunin ang IPHONE PRO MAX 14 (name).! Mag-sign up para sa W+ at makakuha ng 5499 sa ilang segundo! win777plus.com/WINGO,Prize Scam,original,
ORIG_02534,N/A,Maglaro ngayon (name) sa patok na Online Game ang Winning plus! makakakuha ka ng 5499 at 3% sa bawat deposito! Q7s4G/pdPrE= w5npl7s777.com/777,Gambling Scam,original,
ORIG_02535,N/A,"Hey, respond to this email for good news about your remote job offer asap: davidgarciagd789 @ gmail com",Job Scam,original,
ORIG_02536,N/A,"Once your network is good, contact me here regarding the urgent remote work opportunity, very important: javesrah@ yahoo dot com",Job Scam,original,
ORIG_02537,N/A,[FULL NAME] ! Ang unang SPIN gaming site! Sumali sa T1BET at makakuha ng 3000 bonus at 50 libreng SPIN! t14bet.com/T1WIN,Prize Scam,original,
